engagementid,contentid,contenttype,likes,engagementdate,campaignid,productid,views,clicks
3930,CONT_03930,SocialMedia,41,2024-08-05,CAMP_005,3,39124,969
3931,CONT_03931,Blog,409,2024-08-03,CAMP_003,33,32144,4313
3932,CONT_03932,SocialMedia,406,2023-04-25,CAMP_001,38,37610,6113
3933,CONT_03933,Newsletter,136,2024-11-30,CAMP_003,19,47081,7446
3934,CONT_03934,Blog,1637,2023-11-02,CAMP_008,42,27637,3707
3935,CONT_03935,Newsletter,976,2023-10-07,CAMP_007,29,9873,2540
3936,CONT_03936,SocialMedia,611,2023-05-01,CAMP_008,36,46041,7616
3937,CONT_03937,SocialMedia,5576,2023-05-20,CAMP_008,39,38899,11530
3938,CONT_03938,Blog,389,2024-06-09,CAMP_005,26,4141,878
3939,CONT_03939,Video,626,2024-01-10,CAMP_008,25,33241,4113
3940,CONT_03940,SocialMedia,1890,2023-07-17,CAMP_002,6,24439,4251
3941,CONT_03941,Blog,379,2023-11-18,CAMP_009,25,24473,2412
3942,CONT_03942,Newsletter,1201,2023-11-16,CAMP_004,8,27223,6549
3943,CONT_03943,SocialMedia,904,2024-01-18,CAMP_007,5,35655,1859
3944,CONT_03944,SocialMedia,459,2023-08-30,CAMP_003,40,12666,948
3945,CONT_03945,Blog,43,2023-10-27,CAMP_007,44,28718,112
3946,CONT_03946,Newsletter,78,2023-10-22,CAMP_009,3,2698,531
3947,CONT_03947,Blog,4965,2024-05-09,CAMP_002,32,41398,10230
3948,CONT_03948,Blog,343,2023-11-23,CAMP_003,32,17150,4612
3949,CONT_03949,Newsletter,386,2023-06-16,CAMP_008,21,5240,785
3950,CONT_03950,Blog,1561,2024-03-11,CAMP_002,16,48530,3399
3951,CONT_03951,SocialMedia,137,2023-06-16,CAMP_003,13,4213,864
3952,CONT_03952,Newsletter,667,2024-12-29,CAMP_010,30,33687,1615
3953,CONT_03953,Blog,16,2024-05-01,CAMP_004,27,5877,484
3954,CONT_03954,Newsletter,4921,2024-12-22,CAMP_007,30,49875,12740
3955,CONT_03955,Blog,3233,2024-08-31,CAMP_008,34,39155,7121
3956,CONT_03956,Blog,1012,2023-04-07,CAMP_005,5,26791,3160
3957,CONT_03957,Newsletter,689,2024-12-07,CAMP_006,38,11885,1717
3958,CONT_03958,Newsletter,340,2023-04-24,CAMP_003,29,29675,3575
3959,CONT_03959,Blog,100,2023-05-07,CAMP_010,29,9713,398
3960,CONT_03960,Blog,639,2024-04-14,CAMP_004,7,26917,6231
3961,CONT_03961,Newsletter,623,2024-07-21,CAMP_005,10,17060,4698
3962,CONT_03962,Newsletter,468,2024-05-27,CAMP_005,1,27641,1561
3963,CONT_03963,Video,472,2023-05-12,CAMP_001,27,23344,5377
3964,CONT_03964,Blog,1960,2023-09-12,CAMP_008,1,25242,4247
3965,CONT_03965,Blog,4124,2024-04-12,CAMP_008,7,41041,11145
3966,CONT_03966,Video,1018,2024-07-22,CAMP_002,47,40339,2106
3967,CONT_03967,SocialMedia,1924,2023-08-09,CAMP_010,44,39553,8340
3968,CONT_03968,Blog,4746,2023-08-08,CAMP_007,33,47956,10952
3969,CONT_03969,Newsletter,130,2023-11-20,CAMP_002,6,17929,1350
3970,CONT_03970,SocialMedia,13,2024-08-24,CAMP_002,47,26113,595
3971,CONT_03971,SocialMedia,508,2023-11-19,CAMP_007,43,10388,2012
3972,CONT_03972,Video,1753,2024-05-17,CAMP_007,46,37646,9232
3973,CONT_03973,Newsletter,782,2023-11-11,CAMP_003,28,10776,1776
3974,CONT_03974,Newsletter,66,2023-03-31,CAMP_005,9,29507,3518
3975,CONT_03975,SocialMedia,701,2024-09-20,CAMP_005,16,9464,2039
3976,CONT_03976,Video,425,2023-05-26,CAMP_008,26,30496,1236
3977,CONT_03977,Newsletter,2147,2024-03-20,CAMP_001,42,35136,5089
3978,CONT_03978,Video,50,2024-12-26,CAMP_001,26,8214,989
3979,CONT_03979,Newsletter,88,2024-09-19,CAMP_008,10,3407,791
3980,CONT_03980,Video,1499,2023-12-30,CAMP_007,1,13757,4070
3981,CONT_03981,Blog,68,2024-02-16,CAMP_009,5,17571,4312
3982,CONT_03982,Blog,2441,2024-01-09,CAMP_001,14,41567,5599
3983,CONT_03983,Newsletter,1215,2024-03-16,CAMP_003,15,45207,12856
3984,CONT_03984,Newsletter,2597,2023-10-28,CAMP_004,10,22476,6097
3985,CONT_03985,SocialMedia,40,2024-07-27,CAMP_005,25,1159,131
3986,CONT_03986,SocialMedia,362,2024-06-13,CAMP_004,29,4144,819
3987,CONT_03987,Video,1085,2024-05-09,CAMP_001,10,17465,2970
3988,CONT_03988,SocialMedia,54,2023-12-03,CAMP_007,20,31371,1117
3989,CONT_03989,Blog,1261,2023-04-19,CAMP_006,34,27541,7425
3990,CONT_03990,Newsletter,547,2023-10-21,CAMP_001,41,21354,5566
3991,CONT_03991,Newsletter,668,2024-01-14,CAMP_001,30,7025,1344
3992,CONT_03992,Video,1264,2024-08-14,CAMP_007,41,27682,4288
3993,CONT_03993,SocialMedia,206,2023-11-08,CAMP_009,8,38005,3042
3994,CONT_03994,Newsletter,154,2023-07-20,CAMP_007,24,18553,555
3995,CONT_03995,Video,86,2024-12-30,CAMP_007,4,5693,1259
3996,CONT_03996,Blog,320,2024-03-13,CAMP_006,46,46927,2310
3997,CONT_03997,Newsletter,1294,2024-03-06,CAMP_007,9,39580,10186
3998,CONT_03998,Video,247,2024-07-10,CAMP_002,20,18720,846
3999,CONT_03999,Blog,1486,2024-10-27,CAMP_009,25,46693,6427
4000,CONT_04000,Blog,248,2024-12-09,CAMP_002,38,40670,2540
4001,CONT_04001,SocialMedia,1911,2024-01-07,CAMP_008,18,25499,4459
4002,CONT_04002,Blog,1050,2024-04-29,CAMP_007,32,11882,2975
4003,CONT_04003,Blog,981,2023-03-14,CAMP_009,25,17999,2575
4004,CONT_04004,Video,75,2023-02-07,CAMP_009,4,15407,474
4005,CONT_04005,Newsletter,1906,2023-11-22,CAMP_006,41,48483,8580
4006,CONT_04006,Newsletter,42,2024-08-23,CAMP_004,6,12561,1962
4007,CONT_04007,Blog,164,2023-12-10,CAMP_010,22,46707,1096
4008,CONT_04008,SocialMedia,305,2023-05-03,CAMP_003,28,14552,1153
4009,CONT_04009,Newsletter,102,2024-03-11,CAMP_009,21,12154,2741
4010,CONT_04010,Newsletter,453,2024-09-20,CAMP_001,46,3347,912
4011,CONT_04011,SocialMedia,1254,2023-03-12,CAMP_002,5,22207,6565
4012,CONT_04012,Blog,32,2023-02-04,CAMP_003,25,2388,142
4013,CONT_04013,Blog,530,2023-06-04,CAMP_008,45,22472,3076
4014,CONT_04014,Newsletter,289,2023-03-08,CAMP_001,20,6472,1372
4015,CONT_04015,Video,3874,2024-02-21,CAMP_005,47,34673,8833
4016,CONT_04016,Newsletter,168,2023-01-26,CAMP_005,40,33982,400
4017,CONT_04017,Video,190,2023-04-22,CAMP_009,24,2313,393
4018,CONT_04018,Video,202,2023-07-26,CAMP_008,10,25697,2315
4019,CONT_04019,Blog,49,2023-11-07,CAMP_005,36,11475,905
4020,CONT_04020,Newsletter,2075,2023-02-03,CAMP_003,39,27718,6984
4021,CONT_04021,Video,2318,2024-12-21,CAMP_010,29,36192,5676
4022,CONT_04022,Video,853,2023-12-21,CAMP_008,3,12572,3558
4023,CONT_04023,Blog,603,2023-10-18,CAMP_004,10,9643,2195
4024,CONT_04024,Blog,733,2023-04-06,CAMP_007,3,35967,1493
4025,CONT_04025,Newsletter,1167,2023-12-01,CAMP_007,6,45430,4083
4026,CONT_04026,SocialMedia,14,2023-01-08,CAMP_004,32,21750,887
4027,CONT_04027,Video,1225,2023-05-08,CAMP_003,1,37972,11289
4028,CONT_04028,Newsletter,159,2023-02-20,CAMP_008,30,34092,6379
4029,CONT_04029,Video,195,2023-12-05,CAMP_007,9,6610,791
4030,CONT_04030,SocialMedia,1714,2023-11-13,CAMP_007,46,19109,4119
4031,CONT_04031,Blog,1054,2024-01-19,CAMP_010,45,22597,3790
4032,CONT_04032,Blog,69,2024-08-23,CAMP_006,39,8370,2305
4033,CONT_04033,Blog,65,2023-05-12,CAMP_007,26,1659,486
4034,CONT_04034,SocialMedia,408,2023-02-26,CAMP_004,7,22788,6056
4035,CONT_04035,Video,249,2023-02-04,CAMP_004,15,2151,571
4036,CONT_04036,Blog,430,2024-05-10,CAMP_008,27,11131,1181
4037,CONT_04037,Newsletter,3007,2023-01-06,CAMP_007,19,36869,7353
4038,CONT_04038,Blog,10,2024-04-26,CAMP_003,37,4003,185
4039,CONT_04039,Newsletter,549,2023-12-13,CAMP_006,8,12032,1212
4040,CONT_04040,Video,113,2023-09-22,CAMP_004,19,29860,638
4041,CONT_04041,Blog,61,2023-02-24,CAMP_004,42,5527,1409
4042,CONT_04042,Video,181,2024-06-30,CAMP_004,42,41523,718
4043,CONT_04043,SocialMedia,2437,2023-10-15,CAMP_004,41,42948,5097
4044,CONT_04044,Newsletter,229,2023-08-02,CAMP_007,36,25067,532
4045,CONT_04045,Video,1517,2024-06-03,CAMP_007,47,41363,11335
4046,CONT_04046,SocialMedia,1914,2023-09-15,CAMP_002,5,38664,10736
4047,CONT_04047,Video,425,2024-10-27,CAMP_007,23,27930,4457
4048,CONT_04048,Blog,732,2023-08-21,CAMP_001,23,19954,1782
4049,CONT_04049,Video,2344,2024-03-11,CAMP_006,7,47964,6670
4050,CONT_04050,Video,2295,2023-06-30,CAMP_008,10,25743,7053
4051,CONT_04051,Video,85,2023-03-05,CAMP_010,41,16652,2079
4052,CONT_04052,SocialMedia,84,2023-04-04,CAMP_008,31,10666,1190
4053,CONT_04053,Blog,888,2024-05-17,CAMP_004,8,46610,3195
4054,CONT_04054,Newsletter,36,2023-12-17,CAMP_003,7,10773,320
4055,CONT_04055,SocialMedia,1955,2024-03-05,CAMP_001,37,49375,9905
4056,CONT_04056,Newsletter,1273,2024-09-26,CAMP_006,24,12963,3594
4057,CONT_04057,Blog,147,2024-03-14,CAMP_009,34,2041,296
4058,CONT_04058,Newsletter,421,2023-05-25,CAMP_004,1,39498,4882
4059,CONT_04059,Newsletter,1850,2023-11-05,CAMP_006,16,25326,6264
4060,CONT_04060,Newsletter,212,2023-09-17,CAMP_003,9,32577,640
4061,CONT_04061,Video,288,2024-03-21,CAMP_001,13,33809,6011
4062,CONT_04062,Blog,317,2023-09-29,CAMP_003,48,41075,1380
4063,CONT_04063,SocialMedia,179,2023-10-10,CAMP_001,16,5666,688
4064,CONT_04064,SocialMedia,185,2023-09-18,CAMP_007,17,18314,890
4065,CONT_04065,SocialMedia,580,2023-05-20,CAMP_008,5,24734,4704
4066,CONT_04066,SocialMedia,87,2023-10-09,CAMP_002,43,1118,290
4067,CONT_04067,Blog,680,2024-09-14,CAMP_008,33,34451,6355
4068,CONT_04068,SocialMedia,2350,2023-11-27,CAMP_004,34,42284,8309
4069,CONT_04069,Blog,898,2024-03-20,CAMP_001,18,37997,2094
4070,CONT_04070,Blog,198,2024-08-16,CAMP_009,38,49769,498
4071,CONT_04071,SocialMedia,181,2023-03-09,CAMP_008,10,36020,7407
4072,CONT_04072,Blog,555,2023-09-28,CAMP_008,49,45985,1472
4073,CONT_04073,Video,13,2023-11-22,CAMP_005,44,3232,113
4074,CONT_04074,SocialMedia,270,2023-06-17,CAMP_007,20,44464,2700
4075,CONT_04075,SocialMedia,618,2024-10-11,CAMP_005,50,29483,2757
4076,CONT_04076,Video,865,2023-11-08,CAMP_008,28,15032,4175
4077,CONT_04077,Video,760,2024-12-28,CAMP_004,10,38816,5303
4078,CONT_04078,Video,2654,2023-10-31,CAMP_003,11,31494,7838
4079,CONT_04079,Newsletter,157,2024-07-15,CAMP_005,16,4637,828
4080,CONT_04080,Video,838,2023-05-18,CAMP_007,3,24051,2397
4081,CONT_04081,Video,1464,2023-12-25,CAMP_009,33,33480,6001
4082,CONT_04082,Video,761,2024-10-13,CAMP_009,37,39137,1658
4083,CONT_04083,Blog,950,2024-12-01,CAMP_005,18,18050,3914
4084,CONT_04084,Video,876,2024-12-22,CAMP_010,49,36863,5528
4085,CONT_04085,Blog,234,2023-02-25,CAMP_009,14,5105,506
4086,CONT_04086,SocialMedia,36,2024-03-13,CAMP_002,49,5872,431
4087,CONT_04087,Newsletter,398,2024-08-11,CAMP_008,14,23861,799
4088,CONT_04088,Blog,1241,2024-06-13,CAMP_004,14,10199,2662
4089,CONT_04089,Blog,522,2023-04-08,CAMP_001,4,21855,1207
4090,CONT_04090,Newsletter,4420,2024-05-05,CAMP_002,1,40523,9003
4091,CONT_04091,Video,80,2023-09-09,CAMP_009,4,19617,353
4092,CONT_04092,Blog,850,2023-12-05,CAMP_009,42,25438,3401
4093,CONT_04093,Blog,784,2023-06-09,CAMP_003,16,14187,2082
4094,CONT_04094,SocialMedia,575,2024-03-15,CAMP_010,23,14316,3203
4095,CONT_04095,Video,746,2024-12-13,CAMP_010,10,20875,3580
4096,CONT_04096,Blog,4302,2024-01-06,CAMP_001,30,34775,9184
4097,CONT_04097,SocialMedia,428,2023-07-09,CAMP_010,44,30861,1485
4098,CONT_04098,Blog,860,2024-09-12,CAMP_003,24,31736,2763
4099,CONT_04099,SocialMedia,87,2024-09-19,CAMP_007,27,8976,212
4100,CONT_04100,SocialMedia,44,2024-05-13,CAMP_001,5,9238,1442
4101,CONT_04101,SocialMedia,82,2023-02-16,CAMP_008,24,1319,331
4102,CONT_04102,SocialMedia,649,2024-06-08,CAMP_006,38,31890,2131
4103,CONT_04103,SocialMedia,2749,2024-06-01,CAMP_008,33,32937,8471
4104,CONT_04104,Newsletter,129,2024-07-07,CAMP_007,31,3980,769
4105,CONT_04105,Newsletter,71,2024-10-06,CAMP_004,29,1298,146
4106,CONT_04106,Newsletter,90,2023-07-27,CAMP_007,29,9778,2325
4107,CONT_04107,Blog,4732,2023-09-14,CAMP_007,48,38185,9499
4108,CONT_04108,Video,59,2023-12-11,CAMP_008,34,6280,431
4109,CONT_04109,SocialMedia,1271,2023-10-06,CAMP_010,48,13408,2670
4110,CONT_04110,Newsletter,636,2023-02-19,CAMP_007,10,36030,3657
4111,CONT_04111,Newsletter,958,2024-02-10,CAMP_005,20,24655,5587
4112,CONT_04112,Blog,1812,2024-10-10,CAMP_005,22,31542,8078
4113,CONT_04113,Video,786,2024-06-11,CAMP_001,35,35643,3776
4114,CONT_04114,Blog,20,2024-03-25,CAMP_010,25,13150,730
4115,CONT_04115,Video,497,2023-12-30,CAMP_006,9,35023,1115
4116,CONT_04116,Video,103,2023-12-26,CAMP_006,9,15582,593
4117,CONT_04117,Video,16,2024-07-11,CAMP_010,45,2305,247
4118,CONT_04118,Newsletter,3569,2024-02-24,CAMP_001,43,48562,7842
4119,CONT_04119,SocialMedia,239,2023-07-23,CAMP_004,9,34471,7815
4120,CONT_04120,Blog,867,2024-10-06,CAMP_007,14,22699,4153
4121,CONT_04121,Blog,716,2024-06-21,CAMP_007,30,41393,2107
4122,CONT_04122,Video,102,2023-10-26,CAMP_009,44,41735,6351
4123,CONT_04123,SocialMedia,243,2024-03-25,CAMP_006,1,9507,2296
4124,CONT_04124,Newsletter,312,2023-10-28,CAMP_008,5,3104,754
4125,CONT_04125,Blog,2569,2024-10-19,CAMP_006,5,26046,5567
4126,CONT_04126,SocialMedia,177,2024-08-01,CAMP_007,29,8480,1178
4127,CONT_04127,SocialMedia,1611,2024-07-15,CAMP_007,48,29777,4193
4128,CONT_04128,SocialMedia,806,2023-03-20,CAMP_001,48,25239,2478
4129,CONT_04129,Newsletter,125,2024-04-12,CAMP_010,17,6980,401
4130,CONT_04130,Blog,1059,2024-09-17,CAMP_009,33,21825,2670
4131,CONT_04131,SocialMedia,429,2023-05-29,CAMP_008,3,39787,1116
4132,CONT_04132,Video,497,2024-06-18,CAMP_006,27,19158,5300
4133,CONT_04133,SocialMedia,122,2024-02-16,CAMP_008,12,14020,1988
4134,CONT_04134,Blog,638,2024-10-19,CAMP_008,4,30141,2352
4135,CONT_04135,Video,363,2023-07-20,CAMP_001,32,40571,5911
4136,CONT_04136,Video,80,2024-10-12,CAMP_001,13,10143,2505
4137,CONT_04137,Video,51,2024-01-11,CAMP_008,42,11578,2671
4138,CONT_04138,Blog,279,2024-11-05,CAMP_003,27,13372,2431
4139,CONT_04139,SocialMedia,13,2024-05-23,CAMP_009,49,643,102
4140,CONT_04140,SocialMedia,429,2023-09-24,CAMP_003,47,4843,1364
4141,CONT_04141,Video,85,2024-10-07,CAMP_006,42,26893,877
4142,CONT_04142,Newsletter,874,2024-12-12,CAMP_003,13,35589,2062
4143,CONT_04143,SocialMedia,39,2023-07-23,CAMP_001,35,8192,1777
4144,CONT_04144,SocialMedia,1659,2023-09-04,CAMP_002,6,44669,6141
4145,CONT_04145,Video,203,2023-12-25,CAMP_004,4,11646,3027
4146,CONT_04146,Blog,127,2024-02-27,CAMP_002,30,4124,378
4147,CONT_04147,Newsletter,363,2024-06-09,CAMP_010,16,7142,741
4148,CONT_04148,SocialMedia,535,2023-05-21,CAMP_003,49,18564,3106
4149,CONT_04149,SocialMedia,498,2024-11-27,CAMP_008,34,6088,1581
4150,CONT_04150,Blog,238,2023-10-08,CAMP_003,31,12145,3324
4151,CONT_04151,Newsletter,1803,2023-01-23,CAMP_008,28,28797,5597
4152,CONT_04152,SocialMedia,219,2023-08-12,CAMP_006,4,17178,1038
4153,CONT_04153,SocialMedia,15,2024-01-22,CAMP_002,8,12772,387
4154,CONT_04154,Video,209,2023-10-17,CAMP_006,22,3558,815
4155,CONT_04155,SocialMedia,2096,2023-03-07,CAMP_003,18,45254,9433
4156,CONT_04156,Video,315,2023-11-11,CAMP_007,22,25097,843
4157,CONT_04157,SocialMedia,23,2024-06-07,CAMP_008,39,660,88
4158,CONT_04158,SocialMedia,466,2023-06-23,CAMP_004,46,12495,2610
4159,CONT_04159,Newsletter,162,2024-07-18,CAMP_010,24,29300,451
4160,CONT_04160,SocialMedia,719,2023-03-09,CAMP_008,4,10105,1500
4161,CONT_04161,Blog,2060,2024-06-30,CAMP_002,44,46894,5240
4162,CONT_04162,SocialMedia,1444,2023-05-18,CAMP_005,36,25019,6275
4163,CONT_04163,SocialMedia,3880,2023-05-07,CAMP_004,1,49752,8325
4164,CONT_04164,Blog,228,2023-11-13,CAMP_002,7,36921,8615
4165,CONT_04165,SocialMedia,143,2024-01-30,CAMP_002,4,4792,1402
4166,CONT_04166,Blog,100,2023-05-21,CAMP_010,50,8258,248
4167,CONT_04167,Newsletter,1807,2024-06-07,CAMP_001,13,27920,7744
4168,CONT_04168,Video,121,2023-08-27,CAMP_010,14,13239,479
4169,CONT_04169,Video,914,2023-11-16,CAMP_010,2,24514,3025
4170,CONT_04170,Video,512,2024-03-29,CAMP_002,21,32455,1416
4171,CONT_04171,Video,3092,2023-09-16,CAMP_004,10,34687,9474
4172,CONT_04172,SocialMedia,1592,2023-08-27,CAMP_002,35,26198,4860
4173,CONT_04173,Blog,3454,2023-01-02,CAMP_010,40,35428,9803
4174,CONT_04174,SocialMedia,1316,2024-02-02,CAMP_004,17,42789,10393
4175,CONT_04175,SocialMedia,171,2023-01-20,CAMP_005,33,10311,1814
4176,CONT_04176,SocialMedia,158,2023-03-13,CAMP_008,50,7802,1472
4177,CONT_04177,SocialMedia,94,2024-06-18,CAMP_010,29,3824,188
4178,CONT_04178,SocialMedia,1507,2023-10-19,CAMP_008,7,46005,10294
4179,CONT_04179,Video,1642,2024-05-01,CAMP_004,40,22887,4613
4180,CONT_04180,Blog,2340,2024-04-01,CAMP_003,34,49990,6402
4181,CONT_04181,Blog,2649,2024-06-30,CAMP_005,3,33927,6107
4182,CONT_04182,Newsletter,94,2024-08-08,CAMP_001,44,19447,1924
4183,CONT_04183,Video,575,2024-02-08,CAMP_010,49,46402,3526
4184,CONT_04184,Newsletter,2262,2024-08-31,CAMP_008,4,22763,5659
4185,CONT_04185,Blog,2359,2023-06-05,CAMP_003,43,47400,11403
4186,CONT_04186,Newsletter,3022,2024-01-19,CAMP_008,30,47834,14077
4187,CONT_04187,SocialMedia,174,2024-12-12,CAMP_004,27,3574,787
4188,CONT_04188,Blog,913,2023-11-17,CAMP_004,35,28820,4529
4189,CONT_04189,SocialMedia,2013,2024-02-27,CAMP_008,45,35851,7733
4190,CONT_04190,Blog,1043,2023-03-20,CAMP_002,24,37960,4455
4191,CONT_04191,SocialMedia,163,2024-12-20,CAMP_008,47,40846,1814
4192,CONT_04192,Blog,799,2024-02-14,CAMP_003,4,13172,3717
4193,CONT_04193,Newsletter,266,2023-09-22,CAMP_005,30,10418,2084
4194,CONT_04194,Blog,1937,2023-09-24,CAMP_006,1,38608,7077
4195,CONT_04195,Newsletter,312,2023-06-08,CAMP_006,9,10012,1003
4196,CONT_04196,Newsletter,2996,2023-12-07,CAMP_008,22,44688,13279
4197,CONT_04197,Newsletter,1014,2023-04-24,CAMP_003,1,44054,8469
4198,CONT_04198,Blog,1306,2023-12-21,CAMP_004,4,27984,5303
4199,CONT_04199,Video,825,2024-10-04,CAMP_010,14,47647,4607
4200,CONT_04200,Newsletter,3524,2023-01-10,CAMP_008,42,43870,7412
4201,CONT_04201,Video,370,2024-09-26,CAMP_003,19,14564,1911
4202,CONT_04202,SocialMedia,275,2023-09-10,CAMP_003,35,20139,2103
4203,CONT_04203,Blog,47,2024-02-11,CAMP_004,32,31399,1074
4204,CONT_04204,Blog,893,2024-06-18,CAMP_010,16,8507,2284
4205,CONT_04205,SocialMedia,5975,2023-12-18,CAMP_005,13,46643,13867
4206,CONT_04206,Video,146,2024-07-26,CAMP_005,4,33213,1324
4207,CONT_04207,SocialMedia,198,2024-07-19,CAMP_009,30,17727,558
4208,CONT_04208,Blog,768,2024-08-04,CAMP_004,8,40694,12097
4209,CONT_04209,Newsletter,344,2023-04-15,CAMP_010,22,15779,1623
4210,CONT_04210,Blog,136,2023-11-09,CAMP_005,2,9702,824
4211,CONT_04211,Video,4650,2024-11-15,CAMP_004,36,49534,11981
4212,CONT_04212,SocialMedia,238,2024-11-26,CAMP_009,32,13382,910
4213,CONT_04213,SocialMedia,1083,2023-03-02,CAMP_006,36,15557,2724
4214,CONT_04214,SocialMedia,2791,2024-08-05,CAMP_009,5,38893,8748
4215,CONT_04215,Video,51,2024-09-21,CAMP_006,5,35643,247
4216,CONT_04216,Video,1662,2023-11-05,CAMP_003,12,32491,4542
4217,CONT_04217,Newsletter,71,2024-02-05,CAMP_005,30,2937,475
4218,CONT_04218,Blog,255,2023-10-28,CAMP_003,34,34837,7895
4219,CONT_04219,Blog,900,2024-09-10,CAMP_003,40,44281,8911
4220,CONT_04220,Video,874,2023-08-08,CAMP_004,41,18201,3678
4221,CONT_04221,Newsletter,1972,2024-06-06,CAMP_001,17,39980,9426
4222,CONT_04222,Newsletter,19,2023-07-23,CAMP_008,28,7936,1048
4223,CONT_04223,Blog,610,2023-04-11,CAMP_008,39,39305,1827
4224,CONT_04224,Newsletter,1196,2024-11-21,CAMP_008,14,22240,3779
4225,CONT_04225,Blog,134,2023-03-13,CAMP_004,28,3920,404
4226,CONT_04226,SocialMedia,386,2024-05-12,CAMP_009,19,12431,1350
4227,CONT_04227,Blog,29,2023-05-12,CAMP_003,5,1106,177
4228,CONT_04228,Blog,4172,2024-03-12,CAMP_010,42,46217,8354
4229,CONT_04229,Blog,251,2023-01-15,CAMP_010,20,28901,545
4230,CONT_04230,Blog,2041,2023-06-13,CAMP_005,6,38620,5323
4231,CONT_04231,Newsletter,2106,2023-12-25,CAMP_004,47,49126,8366
4232,CONT_04232,Newsletter,49,2023-12-24,CAMP_004,47,33829,1262
4233,CONT_04233,Video,1027,2023-10-20,CAMP_010,12,15048,2457
4234,CONT_04234,SocialMedia,61,2024-04-27,CAMP_010,38,35871,1131
4235,CONT_04235,SocialMedia,156,2023-08-18,CAMP_010,43,27116,2979
4236,CONT_04236,Blog,805,2024-04-10,CAMP_005,43,44241,2810
4237,CONT_04237,Video,1269,2024-01-20,CAMP_003,21,48481,3738
4238,CONT_04238,Blog,103,2024-05-07,CAMP_002,21,36559,530
4239,CONT_04239,SocialMedia,996,2024-12-19,CAMP_003,47,30159,3895
4240,CONT_04240,SocialMedia,1570,2024-06-24,CAMP_007,8,13579,3743
4241,CONT_04241,Newsletter,207,2024-07-15,CAMP_004,22,37335,1086
4242,CONT_04242,Blog,39,2024-01-03,CAMP_003,20,33720,1602
4243,CONT_04243,Video,1327,2024-07-02,CAMP_004,24,21080,3766
4244,CONT_04244,Video,967,2024-12-22,CAMP_004,42,49701,1958
4245,CONT_04245,Video,168,2023-09-26,CAMP_005,2,26382,800
4246,CONT_04246,Blog,4004,2024-09-11,CAMP_009,20,38792,9372
4247,CONT_04247,SocialMedia,176,2024-05-11,CAMP_010,6,22844,1454
4248,CONT_04248,Blog,1791,2023-12-26,CAMP_006,3,31058,5047
4249,CONT_04249,Newsletter,21,2024-10-31,CAMP_001,2,16011,129
4250,CONT_04250,Newsletter,1431,2024-10-29,CAMP_003,13,27050,6527
4251,CONT_04251,SocialMedia,51,2023-10-23,CAMP_003,10,9408,140
4252,CONT_04252,Video,30,2024-06-18,CAMP_005,33,1129,183
4253,CONT_04253,Video,113,2024-05-09,CAMP_003,19,5435,461
4254,CONT_04254,Video,298,2023-02-24,CAMP_001,34,40830,3933
4255,CONT_04255,Video,3636,2023-11-27,CAMP_003,5,45674,9062
4256,CONT_04256,SocialMedia,1143,2024-11-08,CAMP_007,20,40212,4926
4257,CONT_04257,SocialMedia,247,2023-05-18,CAMP_001,37,8752,2460
4258,CONT_04258,Newsletter,886,2024-10-07,CAMP_006,32,22883,4306
4259,CONT_04259,Blog,3478,2023-05-20,CAMP_001,34,31314,8586
4260,CONT_04260,SocialMedia,2533,2023-07-16,CAMP_005,36,38306,8157
4261,CONT_04261,SocialMedia,77,2024-05-19,CAMP_005,10,17031,4306
4262,CONT_04262,Newsletter,38,2023-12-27,CAMP_001,7,1077,111
4263,CONT_04263,Newsletter,1743,2023-12-23,CAMP_001,15,18701,3748
4264,CONT_04264,Blog,4229,2023-05-06,CAMP_006,30,41961,11425
4265,CONT_04265,SocialMedia,67,2024-11-16,CAMP_010,48,20884,6001
4266,CONT_04266,Newsletter,23,2023-01-20,CAMP_004,37,8085,769
4267,CONT_04267,Blog,728,2024-09-01,CAMP_008,47,35240,2049
4268,CONT_04268,Blog,1397,2024-09-29,CAMP_006,19,29536,6700
4269,CONT_04269,Video,4111,2023-12-10,CAMP_001,13,37111,8902
4270,CONT_04270,Newsletter,65,2023-11-11,CAMP_002,36,38073,3408
4271,CONT_04271,Blog,552,2024-08-23,CAMP_007,2,20057,4617
4272,CONT_04272,Video,521,2023-08-26,CAMP_009,20,4153,1177
4273,CONT_04273,SocialMedia,410,2023-08-25,CAMP_005,13,7034,1550
4274,CONT_04274,Newsletter,727,2023-05-12,CAMP_004,33,33517,2386
4275,CONT_04275,Blog,638,2023-08-03,CAMP_003,42,18958,3927
4276,CONT_04276,Video,1291,2023-09-01,CAMP_009,15,29840,5846
4277,CONT_04277,Video,1044,2023-03-15,CAMP_004,37,23074,5741
4278,CONT_04278,Blog,1039,2023-09-12,CAMP_003,37,31396,4541
4279,CONT_04279,Newsletter,31,2023-07-10,CAMP_003,12,45726,12698
4280,CONT_04280,Blog,1838,2024-11-03,CAMP_001,43,15897,3759
4281,CONT_04281,SocialMedia,1140,2024-06-21,CAMP_009,35,43133,11413
4282,CONT_04282,Newsletter,1392,2024-03-20,CAMP_001,4,44940,3015
4283,CONT_04283,Video,41,2024-06-20,CAMP_005,7,28252,1928
4284,CONT_04284,Blog,2399,2024-11-05,CAMP_008,31,25786,6284
4285,CONT_04285,Newsletter,412,2023-07-16,CAMP_008,31,9642,1042
